"student_id","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37","I38","I39","I40","I41","I42","I43","I44","I45","I46","I47","I48","I49","I50","I51"
148,2,2,3,4,2,2,4,5,1,5,1,3,3,2,4,2,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,2,3,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,4,1,3,1,1,2,1,1,1,1,5,1,1,1,1,1,1
150,4,2,3,5,4,1,3,5,1,5,3,3,2,1,5,4,1,1,4,1,5,5,3,4,5,1,2,3,3,4,4,5,1,4,1,2,3,4,2,3,3,1,4,2,5,4,1,4,1,2,5
151,3,3,1,2,1,1,4,3,1,4,1,1,3,1,4,2,1,2,1,1,1,1,1,4,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1
152,5,4,4,4,4,3,4,4,2,4,4,5,5,3,5,4,2,4,4,4,4,4,3,3,4,2,2,3,3,2,3,2,3,5,4,3,4,4,5,4,2,3,2,2,NA,4,3,3,3,2,3
153,2,1,1,1,1,1,1,5,1,5,1,1,2,1,4,2,1,2,1,1,1,4,1,1,2,1,1,1,1,1,2,1,1,2,4,4,1,5,2,1,1,1,4,4,1,2,2,2,1,1,1
154,1,1,2,1,2,1,3,1,1,2,2,2,2,1,2,3,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,3,2,3,3,2,3,4,4,2,4,2,2,2,2,4,4,2,4,2,3,3,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
156,5,2,2,4,1,2,4,5,3,5,2,2,5,1,5,3,1,1,2,2,2,5,3,3,5,1,1,2,1,1,3,1,1,3,1,1,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1
157,3,2,1,3,3,2,2,3,3,2,2,2,2,2,3,1,2,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,3,2,4,3,4,3,2,4,1,3,2,4,5,2,4,4,1,4,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,NA,1,4,3,2,2
159,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
160,4,1,4,4,1,1,3,5,1,5,1,1,3,1,5,4,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,1,1,1,2,4,1,1,4,1,1,1
161,1,2,1,2,3,1,3,3,1,3,1,1,3,2,2,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,3,3,2,2,2,1,1,2,2,2,1,2,NA,3,1,1
162,1,1,5,2,1,2,4,3,3,2,1,1,4,2,3,4,3,2,5,3,3,3,5,3,4,3,1,2,1,1,2,1,3,3,1,4,4,1,3,3,1,1,3,2,3,4,1,4,1,2,4
163,5,4,4,3,4,3,4,5,3,4,5,3,3,4,5,4,3,4,3,3,3,5,3,2,3,2,2,2,2,2,2,2,1,4,2,2,3,3,2,5,2,2,2,2,3,3,2,2,2,2,4
164,3,3,4,4,2,2,2,4,3,2,4,3,4,2,2,3,2,4,4,4,3,4,4,2,4,2,2,3,2,2,2,1,2,2,2,4,4,4,3,4,2,2,1,4,4,2,2,1,1,1,1
165,5,4,2,3,3,3,4,5,2,3,4,3,2,4,5,2,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,2,3,2,3,4,3,2,4,2,4,4,4,4,3,2,2,3,3,3,2,2,4,4,2,4
167,5,4,3,4,3,4,4,5,2,4,3,3,4,1,4,2,2,3,2,3,4,4,1,4,5,5,5,5,5,4,5,3,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5
168,4,2,3,5,3,2,3,5,2,5,2,4,4,2,5,3,2,1,3,2,4,4,2,3,5,4,3,4,3,2,4,1,2,5,2,4,4,4,4,5,2,3,4,3,2,4,4,4,2,3,4
169,3,2,4,4,1,3,4,5,1,3,2,2,2,1,4,2,1,1,1,2,2,4,3,1,3,2,3,4,2,1,1,5,3,4,3,4,4,4,2,2,1,1,4,3,3,2,NA,1,2,1,2
170,5,3,3,5,3,2,3,5,3,5,3,3,3,2,5,3,3,4,4,3,3,5,4,3,5,3,3,4,3,NA,2,2,3,4,2,4,5,5,NA,3,3,2,3,3,5,2,4,NA,2,2,5
171,5,2,1,3,3,2,4,5,2,5,2,4,2,4,5,NA,3,3,2,4,2,4,2,4,3,2,2,2,2,3,3,2,2,2,2,2,4,4,2,3,2,2,2,2,2,3,3,3,2,2,2
172,3,2,3,3,2,2,2,4,2,4,2,2,4,3,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,3,4,3,3,4,2,2,2
173,4,3,5,3,2,2,4,5,1,3,3,3,4,3,4,4,2,3,3,4,3,5,4,3,4,2,2,3,2,2,2,1,1,1,1,1,1,4,4,1,1,1,1,3,3,4,2,4,2,1,3
174,5,3,3,3,3,3,3,5,2,5,3,5,3,2,5,3,2,4,3,3,3,3,3,2,5,2,2,2,2,1,3,1,2,3,1,3,4,4,4,2,2,2,4,2,3,2,2,2,4,2,4
175,2,1,3,1,2,1,3,4,1,5,1,1,3,2,4,2,1,1,3,1,1,5,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1
177,3,4,3,3,3,4,4,3,2,4,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,3,2,3,3,2,2,2,4,3,3,3,3,3,2,3,3
178,3,3,3,3,3,4,2,3,4,4,4,3,3,2,3,3,3,3,4,3,4,3,2,1,3,2,1,2,2,2,3,1,2,4,3,2,4,4,4,3,1,1,2,2,3,1,1,2,2,1,2
179,4,2,3,2,1,2,2,4,3,4,3,4,4,3,4,4,3,2,3,4,2,4,2,2,5,3,1,2,2,3,4,1,3,3,1,4,4,3,5,5,2,2,3,4,4,3,3,3,4,3,2
180,4,3,3,3,3,3,NA,4,1,2,3,2,4,2,3,1,1,4,1,2,1,2,1,2,4,1,1,1,1,1,3,1,1,2,1,2,3,4,3,1,1,1,2,2,2,4,2,3,2,1,3
182,3,3,1,2,1,1,2,3,1,3,1,1,2,2,3,NA,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2
183,5,2,1,4,3,1,4,5,2,5,4,2,5,2,5,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,4,1,1,2,1,1,1,4,3,2,1,2,2,1,1,1
184,1,2,5,2,1,1,2,5,1,5,1,1,5,1,4,5,1,1,5,1,1,1,5,4,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
185,2,2,3,3,2,2,3,3,2,4,2,3,2,1,3,3,2,3,3,2,2,3,2,2,1,2,2,2,2,1,1,1,2,1,2,3,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2
186,3,3,3,3,3,1,3,4,1,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,3,1,1,1,1,2,1,2,1,3,1,1,4,3,3,2,2,1,5,2,3,3,3,3
188,3,3,2,3,2,2,3,4,2,4,3,3,3,1,3,1,1,2,1,2,1,3,1,3,4,2,3,2,2,1,2,1,1,4,2,4,2,4,4,2,1,2,2,3,3,2,2,4,2,1,2
190,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191,4,3,3,3,4,2,3,5,2,5,1,3,3,2,5,3,2,3,2,2,4,3,1,1,2,2,2,3,2,1,2,1,2,2,2,1,3,1,1,2,1,1,4,2,2,5,2,1,2,1,1
193,4,2,4,4,2,3,4,4,1,3,1,1,4,2,3,4,1,4,4,3,4,4,3,2,4,2,1,2,2,2,3,5,1,4,2,4,2,3,4,2,1,1,3,3,1,4,2,4,1,1,4
194,4,3,3,4,3,4,3,5,4,5,3,3,4,3,5,4,4,2,3,3,4,5,1,1,5,1,2,2,2,2,3,1,1,2,2,4,3,4,4,3,1,1,3,3,3,2,1,4,2,2,3
195,4,2,4,3,2,2,3,5,3,3,2,1,4,2,5,1,2,3,2,3,3,4,2,3,2,2,2,1,1,3,1,1,2,3,2,4,4,2,3,3,1,1,4,3,5,4,3,3,2,2,3
196,5,4,2,4,2,3,4,5,3,5,3,3,3,1,5,1,2,3,2,4,3,2,1,1,2,5,4,4,3,1,1,1,1,5,3,4,5,2,3,4,1,1,1,1,3,1,1,4,2,1,1
197,2,1,2,1,1,1,1,3,1,3,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
198,5,2,4,5,1,1,4,5,1,5,2,3,4,1,4,4,1,1,3,2,3,4,4,1,2,1,1,1,1,1,2,1,1,3,1,1,4,1,3,1,1,1,1,1,4,1,1,4,1,1,5
199,4,4,3,4,4,3,4,4,2,5,3,3,4,3,4,2,2,2,2,3,4,3,2,3,4,2,2,2,2,1,3,1,1,4,3,4,3,3,4,2,2,2,3,3,3,3,2,3,2,2,3
200,4,2,2,4,3,1,3,4,1,2,2,2,1,2,4,1,1,3,1,2,1,1,1,2,5,2,1,1,1,1,2,1,1,3,1,3,1,3,3,2,5,2,2,2,2,3,2,3,1,1,3
201,4,2,1,2,4,3,2,4,5,5,3,2,4,2,4,1,1,1,1,1,3,4,1,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,1,1,1,1,2,1,1,2
202,2,2,1,2,3,2,4,3,2,3,1,2,5,2,3,1,2,3,4,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,2,1,3,2,2,3,2,2
203,3,4,1,3,2,1,4,4,1,1,2,4,1,1,1,1,1,3,1,1,1,4,2,1,2,1,1,1,1,3,1,5,1,1,1,4,1,1,1,1,1,1,1,4,1,5,1,1,1,1,1
204,4,2,5,4,3,4,3,5,1,5,2,4,3,2,5,4,1,2,3,2,3,3,2,3,3,4,3,2,3,4,3,5,4,3,4,3,3,5,3,4,3,2,3,5,4,3,4,3,3,4,3
205,4,2,3,3,3,1,4,5,1,5,2,2,4,2,4,2,2,2,4,2,3,2,3,3,3,1,2,3,3,1,1,1,1,2,3,2,3,1,2,2,1,1,4,4,2,2,1,2,1,1,2
206,4,3,2,2,3,3,4,4,5,5,4,4,4,2,5,1,2,1,1,2,1,4,1,2,3,2,1,2,2,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,4,1,1,2
207,3,2,5,2,2,2,3,2,4,2,3,2,4,2,2,5,3,2,3,2,2,2,3,2,3,1,1,2,1,2,3,3,1,2,3,2,2,3,3,1,1,1,3,2,1,2,2,1,1,1,1
208,3,1,2,1,2,3,2,5,1,5,1,1,3,1,5,1,1,1,1,2,1,3,2,2,3,1,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,1,2,3,2,2,2,3,1,1,3
209,2,2,1,4,3,3,3,5,2,4,2,3,3,2,4,1,1,3,2,4,3,4,2,3,4,2,1,2,1,2,1,2,1,3,1,2,3,3,3,2,1,2,2,1,4,3,1,3,1,1,3
210,4,2,2,2,2,2,3,4,1,3,2,1,2,2,2,1,2,1,1,2,1,2,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2
211,4,3,1,2,2,1,3,5,4,5,2,1,5,3,5,1,3,1,1,1,1,5,1,1,3,3,1,3,2,1,3,1,1,2,3,4,4,4,4,3,1,1,1,4,1,1,1,2,1,1,2
212,2,1,3,1,2,1,3,4,1,2,2,1,1,2,4,2,1,1,2,1,1,2,2,1,3,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1
213,3,2,4,2,2,2,3,3,1,2,2,2,4,2,3,4,2,2,2,2,2,1,3,2,3,1,1,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,4,2,2,4,4,3,2
214,1,3,2,2,4,1,4,3,1,1,3,2,3,2,2,3,4,1,1,2,1,3,1,1,1,1,1,2,2,1,2,1,2,1,1,5,2,1,1,1,2,1,3,5,1,3,1,3,1,1,3
216,2,2,1,2,2,4,3,2,2,2,2,2,5,2,3,5,3,2,2,2,2,2,2,3,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,NA,2,1,2,2,2,2
217,2,2,4,3,3,1,3,2,1,2,1,3,3,2,3,4,1,3,3,1,1,1,2,2,3,2,2,2,1,1,2,1,2,3,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2
218,3,3,4,3,4,3,4,5,3,5,2,5,5,2,5,3,3,5,2,2,2,5,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,3,1,1,1,2,3,1,1,3,1,1,1,3
219,3,3,3,4,3,2,4,4,2,3,2,1,4,3,3,2,2,2,4,3,2,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,3,2,2,3,1,4
220,5,3,2,3,2,3,4,5,3,4,3,4,4,2,4,3,4,1,3,4,4,3,3,3,5,2,2,4,2,1,5,1,2,4,2,2,5,3,4,3,1,1,4,2,3,1,1,3,2,1,4
